Rwanda | 2000 | 26 Jun to 30 Nov 2000 | three years preceding the survey, ~1997-2000 | 1999.2 | 1999 | documented | RDHS 2000 (FR125) p.53: "la periode de trois ans ayant precede l'enquete, soit approximativement, 1997-2000"; fieldwork "du 26 juin au 30 novembre 2000"
Rwanda | 2005 | 28 Feb to 13 Jul 2005 | three years preceding the survey | 2003.8 | 2004 | documented | RDHS 2005 (FR183) Table 4.2 "Total fertility rate for the three years preceding the survey" (TFR=6.1); "Data collection began on 28 February 2005... completed on 13 July 2005"
Rwanda | 2010 | 26 Sep 2010 to 10 Mar 2011 | three years preceding the survey (1-36 months prior to interview) | 2009.5 | 2009 | documented | RDHS 2010 (FR259): "Fieldwork was conducted from September 26, 2010, to March 10, 2011"; Table 5.1 TFR=4.6, "Rates are for the period 1-36 months prior to interview"
Rwanda | 2015 | 9 Nov 2014 to 8 Apr 2015 | three years preceding the survey | 2013.6 | 2014 | documented | RDHS 2014-15 (FR316): "the total fertility rate for the three years preceding the survey is 4.2 births"; "from November 9, 2014, to April 8, 2015"
Rwanda | 2020 | 9 Nov 2019 to 20 Jul 2020 (suspended 21 Mar-7 Jun 2020, COVID) | 3 years preceding the survey | 2018.7 | 2019 | documented | RDHS 2019-20 (FR370): "The total fertility rate for the 3 years preceding the survey is 4.1 children per woman"; "from November 9, 2019, to July 20, 2020"
Rwanda | 2025 | 5 Jun to 25 Oct 2025 | 3 years preceding the survey | 2024.1 | 2024 | documented | RDHS 2025 (FR401): "Data collection took place from 5 June 2025 to 25 October 2025"; TFR(15-49)=3.7
Cambodia | 2000 | early Feb to end Jul 2000 | three-year period preceding the survey (per later re-tabulation; the original report used a 5-year window) | 1998.8 | 1999 | documented | CDHS 2000 (FR124) reports TFR=4.0 over "the period 1-60 months preceding the survey"; CDHS 2021-22 (FR377) Table 5.3.2 re-tabulates "TFR for the 3-year period preceding five surveys" giving 2000 = 3.8, matching the plotted value
Cambodia | 2005 | 9 Sep 2005 to 7 Mar 2006 | three years preceding the survey | 2004.4 | 2004 | documented | CDHS 2005 (FR185): "from 9 September 2005 to 7 March 2006"; "The current TFR of 3.4... the three-year period preceding the survey"
Cambodia | 2010 | 23 Jul 2010 to 20 Jan 2011 | three years preceding the survey | 2009.3 | 2009 | documented | CDHS 2010 (FR249): "from 23 July 2010 to 20 January 2011"; TFR(15-49)=3.0
Cambodia | 2014 | Jun 2014 to Dec 2014 (DHS survey metadata; exact dates not in extracted report text) | three years preceding the survey | 2013.2 | 2013 | documented | CDHS 2014 (FR312): TFR(15-49)=2.7, table title "Total fertility rate for the three years preceding the survey"
Cambodia | 2022 | 15 Sep 2021 to 15 Feb 2022 | 3 years before the survey | 2020.4 | 2020 | documented | CDHS 2021-22 (FR377): "The fieldwork began on September 15, 2021... completed on February 15, 2022"; TFR(15-49)=2.7
Burkina Faso | 2003 | 15 Jun to 16 Nov 2003 | three-year period preceding the survey (per later re-tabulation; the original report used a 5-year window) | 2002.2 | 2002 | documented | EDSBF-III (FR154) reports ISF=6.2 over "la periode des cinq annees ayant precede l'enquete"; EDS 2021 (FR378) Table 5.3.2 re-tabulates on a 3-year basis giving 5.9, matching the plotted value
Burkina Faso | 2010 | 20 May 2010 to Dec 2010 | trois annees ayant precede l'enquete (1-36 mois avant l'interview) | 2009.2 | 2009 | documented | EDSBF-IV (FR256): "a debute le 20 mai 2010... s'est achevee au mois de decembre 2010"; Table 4.2 ISF=6.0
Burkina Faso | 2021 | 30 Jul to 30 Nov 2021 | 3 annees precedant l'enquete (1-36 mois) | 2020.2 | 2020 | documented | EDS 2021 (FR378): "realise du 30 juillet au 30 novembre 2021"; Table 5.1 ISF=4.4
Papua New Guinea | 2006 | Oct 2006 to Jan 2007 | 5 years preceding the survey | 2004.4 | 2004 | documented | PNG DHS 2006: "Total Fertility Rate (TFR) in the 5 Years preceding the Survey ... 4.4 children"; "began simultaneously in all the provinces in October 2006 and was completed in January 2007"
Papua New Guinea | 2018 | Oct 2016 to Dec 2018 (27 months) | 3 years preceding the survey | 2016.4 | 2016 | documented | PNG DHS 2016-18: "over 27 months from October 2016 to December 2018"; TFR(15-49)=4.2
Papua New Guinea | 2022 | May to Jun 2022 | births in the 12 months preceding the interview, level adjusted via Brass P/F | 2021.9 | 2022 | documented | PNG SDES 2022 Thematic Report: "the total fertility rate (TFR) was estimated to be of 3.72 children per woman," from "children born in the interval of 12 months preceding the date of the interview"; fieldwork "completed in 2 months (May to June 2022)"
Dominican Republic | 2019 | 3 Sep to 15 Dec 2019 | tres anos anteriores a la encuesta | 2018.3 | 2018 | documented | ENHOGAR-MICS 2019 Table TM.1.1 "para los tres anos anteriores a la encuesta" (TGF=2.4); "comenzo el 3 de septiembre del 2019 y concluyo el 15 de diciembre del 2019"
