Vietnam | 2001 | 1 Apr 2001 (annual PCFPS time-point) | 1 Apr 2000 - 31 Mar 2001 | 2000.75 | 2000 | inferred | rule from the documented rounds below: the survey is conducted every year at "0:00 hours 1 April", asking about births in the preceding 12 months
Vietnam | 2002 | 1 Apr 2002 | 1 Apr 2001 - 31 Mar 2002 | 2001.75 | 2001 | inferred | same repeating instrument, rule applied
Vietnam | 2003 | 1 Apr 2003 | 1 Apr 2002 - 31 Mar 2003 | 2002.75 | 2002 | inferred | same repeating instrument, rule applied
Vietnam | 2004 | 1 Apr 2004 | 1 Apr 2003 - 31 Mar 2004 | 2003.75 | 2003 | inferred | same repeating instrument, rule applied
Vietnam | 2005 | 1 Apr 2005 | 1 Apr 2004 - 31 Mar 2005 | 2004.75 | 2004 | inferred | same repeating instrument, rule applied
Vietnam | 2006 | 1 Apr 2006 | 1 Apr 2005 - 31 Mar 2006 | 2005.75 | 2005 | inferred | same repeating instrument, rule applied
Vietnam | 2007 | 1 Apr 2007 | 1 Apr 2006 - 31 Mar 2007 | 2006.75 | 2006 | inferred | same repeating instrument, rule applied
Vietnam | 2008 | 1 Apr 2008 | 1 Apr 2007 - 31 Mar 2008 | 2007.75 | 2007 | inferred | same repeating instrument, rule applied
Vietnam | 2009 | 1 Apr 2009 (census night and PCFPS round coincide: "reference time of the census is 00.00 hours, 1 April 2009") | 1 Apr 2008 - 31 Mar 2009 | 2008.75 | 2008 | documented | GSO 1/4/2013 survey report Table 5.3 pairs the "Year 2009" row (TFR 2.03) with column header "1/4/2009"; TFR defined as measured "usually for 12 months prior to the survey time-point"
Vietnam | 2010 | 1 Apr 2010 | 1 Apr 2009 - 31 Mar 2010 | 2009.75 | 2009 | documented | same 2013-report Table 5.3: "Year 2010" (2.00) = column "1/4/2010"
Vietnam | 2011 | 1 Apr 2011 | 1 Apr 2010 - 31 Mar 2011 | 2010.75 | 2010 | documented | 2011 GSO report states directly "In 12 months prior to 1/4/2011, there..."; Table 5.3 pairs "Year 2011" (1.99) with "1/4/2011"
Vietnam | 2012 | 1 Apr 2012 | 1 Apr 2011 - 31 Mar 2012 | 2011.75 | 2011 | documented | 2013-report Table 5.3 pairs "Year 2012" (2.05) with column "1/4/2012"
Vietnam | 2013 | 1 Apr 2013 | 1 Apr 2012 - 31 Mar 2013 | 2012.75 | 2012 | documented | 2013 GSO report Table 5.3 pairs "Year 2013" (2.10) with column "1/4/2013"; births cover "12 months prior to the survey"
Vietnam | 2014 | 1 Apr 2014 | 1 Apr 2013 - 31 Mar 2014 | 2013.75 | 2013 | inferred | same repeating instrument, rule applied
Vietnam | 2015 | 1 Apr 2015 | 1 Apr 2014 - 31 Mar 2015 | 2014.75 | 2014 | inferred | same repeating instrument, rule applied
Vietnam | 2016 | 1 Apr 2016 | 1 Apr 2015 - 31 Mar 2016 | 2015.75 | 2015 | inferred | same repeating instrument, rule applied
Vietnam | 2017 | 1 Apr 2017 | 1 Apr 2016 - 31 Mar 2017 | 2016.75 | 2016 | inferred | same repeating instrument, rule applied
Vietnam | 2018 | 1 Apr 2018 | 1 Apr 2017 - 31 Mar 2018 | 2017.75 | 2017 | inferred | same repeating instrument, rule applied
Vietnam | 2019 | 1 Apr 2019 (Population and Housing Census, time-point "0 gio ngay 01/4/2019") | 1 Apr 2018 - 31 Mar 2019 | 2018.75 | 2018 | documented | Census English report table 24 title: "Number of children born in 12 months prior to the census ... 01/4/2019"
Vietnam | 2020 | 1 Apr 2020 | 1 Apr 2019 - 31 Mar 2020 | 2019.75 | 2019 | inferred | the 2021 report cites "The 01/4/2020 time point Population Change and Family Planning Survey" as the source of its "2020" row but quotes the 12-month recall wording only for 2021
Vietnam | 2021 | 1 Apr 2021 | 1 Apr 2020 - 31 Mar 2021 | 2020.75 | 2020 | documented | 2021 GSO report Table 18 title: "NUMBER OF WOMEN AGED 15-49 GIVING BIRTH WITHIN THE LAST 12 MONTHS (4/2020 TO 3/2021) ... 01/4/2021"
Vietnam | 2022 | 1 Apr 2022 | 1 Apr 2021 - 31 Mar 2022 | 2021.75 | 2021 | inferred | same repeating instrument, rule applied
Vietnam | 2023 | 1 Apr 2023 | 1 Apr 2022 - 31 Mar 2023 | 2022.75 | 2022 | inferred | same repeating instrument, rule applied
Vietnam | 2024 | 1 Apr 2024 (2024 mid-term census, launched from 1 April) | 1 Apr 2023 - 31 Mar 2024 | 2023.75 | 2023 | inferred | same repeating instrument and date convention, rule applied
Vietnam | 2025 | 1 Apr 2025 | 1 Apr 2024 - 31 Mar 2025 | 2024.75 | 2024 | inferred | same repeating instrument, rule applied
