Malawi | 2000 | 12 Jul - early Nov 2000 (MDHS 2000) | three years preceding the survey, 1-36 months before interview | 1999.19 | 1999 | documented | FR123 p.9: "Data collection began on July 12 and was completed in early November 2000"; Table 4.2 rates for "the period 1-36 months preceding the survey"
Malawi | 2004 | 4 Oct 2004 - 31 Jan 2005 (MDHS 2004) | three years preceding the survey | 2003.42 | 2003 | documented | FR175 p.7: "Fieldwork commenced on 4 October 2004 and was completed by 31 January 2005"; Table 4.2 TFR=6.0 "for the three years preceding the survey"
Malawi | 2008 | 8-28 Jun 2008 (2008 Population and Housing Census enumeration) | twelve months preceding the census date (births base for the adopted, indirectly-adjusted TFR) | 2007.96 | 2008 | documented | NSO 2008 PHC Fertility Report p.20: "516,629 children born to all women in the 12-months prior to the census date"; p.12-13 "the estimated TFR for Malawi in 2008 is 6.0" (Gompertz Relational Model)
Malawi | 2010 | Jun-Nov 2010 (MDHS 2010) | three years preceding the survey, 1-36 months before interview | 2009.16 | 2009 | documented | FR247 p.6 fieldwork; p.41 "the TFR for the 3 years preceding the survey (5.7 children per woman)"
Malawi | 2015 | 19 Oct 2015 - 17 Feb 2016 (MDHS 2015-16) | three years preceding the survey | 2014.46 | 2014 | documented | FR319 p.6 fieldwork dates; p.65 TFR 4.4, table note "for the 3 years preceding the survey"
Malawi | 2018 | 3-23 Sept 2018 (2018 Population and Housing Census enumeration) | twelve months preceding the census (births base for the adopted, Arriaga-adjusted TFR) | 2018.20 | 2018 | documented | NSO 2018 PHC Fertility and Nuptiality Report p.5 enumeration dates; p.13 "TFR in Malawi 2018 is 4.2"
Malawi | 2024 | 12 May - 31 Aug 2024 (MDHS 2024) | three years preceding the survey | 2023.01 | 2023 | documented | 2024 MDHS Key Indicators Report p.9 fieldwork; p.4 "TFR was calculated for the 3-year period preceding the survey"
Indonesia | 2010 | SP2010 census enumeration, 1 May-15 Jun 2010 | not found in retrievable text; assumed same as census year | 2010.0 | 2010 | inferred | Source is BPS "Fertilitas Penduduk Indonesia Hasil Sensus Penduduk 2010" (TFR 2.41); bps.go.id returned 403 on every route
Indonesia | 2015 | SUPAS 2015 fieldwork, 1-31 May 2015 | not found in retrievable text; assumed same as survey year | 2015.0 | 2015 | inferred | Source is BPS "Fertilitas Penduduk Indonesia Hasil SUPAS 2015" (TFR 2.28); site blocked
Indonesia | 2020 | Long Form SP2020 data collection, May-Jun 2022 (fertility module ran only in this delayed round, not the Sept-2020 main census) | BPS's own wording: "TFR Indonesia tahun 2022" | 2022.0 | 2022 | documented | BPS Long Form SP2020 results state "TFR Indonesia tahun 2022 sebesar 2,18"; corroborated by a SUPAS2025 recap referencing "2,18 pada pendataan LF SP2020" - the chart's "2020" label is the census round's name, not the year BPS attributes the rate to
Indonesia | 2025 | SUPAS 2025 fieldwork (exact months unconfirmed, site blocked) | not found in retrievable text; assumed same as survey year | 2025.0 | 2025 | inferred | BPS press release title "SUPAS 2025: Angka Kelahiran Total (TFR) sebesar 2,13" (bps.go.id/id/pressrelease/2026/05/05/2645/); body 403
Niger | 2006 | Jan-Jun 2006 (EDSN-MICS III) | not found in retrievable text; inferred three years preceding the survey by analogy with the 2012 round | 2004.75 | 2005 | inferred | FR193: fieldwork "realisee de janvier a juin 2006"; TFR=7.1
Niger | 2012 | 10 Feb-24 Jun 2012 (EDSN-MICS IV) | three years preceding the survey | 2010.80 | 2011 | documented | FR277: "l'ISF ... pour la periode de trois ans ayant precede l'enquete"; national ISF=7.6
Niger | 2021 | 21 Apr-31 Jul 2021 (ENAFEME 2021, an INS Niger fertility/mortality survey, not DHS/MICS) | not found in retrievable text; inferred three years preceding by analogy with the EDSN convention | 2019.94 | 2020 | inferred | ENAFEME 2021: fieldwork "du 21 avril 2021 au 31 juillet 2021"; trend sentence "l'ISF est passe de 7,4 enfants en 1992, a 6,2 enfants en 2021" is descriptive, not a reference-period statement
Democratic Republic of Congo | 2014 | Kinshasa 13 Aug-12 Sep 2013; other 33 areas 20 Nov 2013-7 Feb 2014 (EDS-RDC II) | three years preceding the survey, 1-36 months before interview | 2012.4 | 2012 | documented | FR300 p.11 fieldwork dates; p.70 ISF Ensemble=6.6, "les trois annees ayant precede l'enquete"
Democratic Republic of Congo | 2024 | 7 provinces 9 Oct-7 Dec 2023; other 19 provinces 22 Nov 2023-1 Feb 2024 (EDS-RDC III) | three years preceding the survey | 2022.4 | 2022 | documented | ins.gouv.cd/publication/RDC-EDS-III.pdf 1.7 p.6 fieldwork; 5.1 p.69 "l'ISF au cours des trois annees precedant l'enquete est de 5,5"
Myanmar | 2019 | 18 Nov 2019 - 29 Jan 2020, staggered by region (2019 Inter-Censal Survey) | direct method: live births in the last 12 months preceding enumeration | 2019.4 | 2019 | documented | Union Report Ch.6 pp.64-65 fertility from "live births ... in the last 12 months"; TFR=2.0 (Table 6.1)
Myanmar | 2024 | Enumeration 1-15 Oct 2024; official census reference time midnight, 30 Sep 2024 (2024 MPHC) | direct method: live births in the last 12 months preceding the census reference date | 2024.25 | 2024 | documented | Union Report 1.2.8 p.5 reference time "midnight on 30 September 2024"; 3.6.1 p.31 "direct method calculates TFR based on ... the last 12 months"; TFR (direct)=1.4 (Table 3.9)
