Mali | 2001 | Jan-May 2001 | three years preceding the survey | 1999.9 | 2000 | documented | EDSM-III (FR134) Table 4.2 title: "Indice synthétique de fécondité pour les trois années précédant l'enquête"
Mali | 2006 | May(Apr)-Dec 2006 | three years preceding the survey | 2005.5 | 2005 | documented | EDSM-IV (FR199) Table 4.1 title: "pour la période des trois années ayant précédé l'enquête" (national ISF=6,6 matches this table; a separate paragraph elsewhere in the same report says "cinq années," an internal inconsistency, but the headline number's own table title says three)
Mali | 2013 | 13 Nov 2012 to 5 Feb 2013 | three years preceding the survey | 2011.6 | 2012 | documented | EDSM-V (FR286): collection "a debute le 13 novembre 2012 et s'est achevee le 5 fevrier 2013"; Table 5.2 "pour les trois annees ayant precede l'enquete"
Mali | 2018 | 6 Aug to 18 Nov 2018 | three years preceding the survey | 2017.4 | 2017 | documented | EDSM-VI (FR358): "du 6 aout au 18 novembre 2018"; Table 5.2 "pour les 3 annees precedant l'enquete"
Mali | 2024 | 8 Dec 2023 to 28 Mar 2024 | three years preceding the survey | 2022.7 | 2023 | documented | EDSM 2023-24 (FR394): "du 8 decembre 2023 au 28 mars 2024"; "les taux de fecondite par age sont calcules pour la periode des trois annees precedant l'enquete"
Ethiopia | 2000 | early Feb to mid-June 2000 | three years before each survey (per later trend figure) | 1999.0 | 1999 | documented | EDHS 2024-25 KIR Figure 2 caption "TFR for the 3 years before each survey" cites the 2000 round's value as 5.5; NOTE the original EDHS 2000 report itself printed a 5-year-based TFR of 5.9 with a footnote ("A three-year rate is usually shown for DHS surveys but it was decided that a five-year rate would be more appropriate...")
Ethiopia | 2005 | Apr-Aug 2005 | "the three-year period preceding the survey, corresponding to the calendar period 2003-2005" | 2004.0 | 2004 | documented | EDHS 2005 (FR179) Table 4.1 intro text
Ethiopia | 2011 | 27 Dec 2010 to 3 Jun 2011 | three years preceding the survey | 2009.9 | 2010 | documented | EDHS 2011 (FR255): "from 27 December 2010 to 3 June 2011"; "The total fertility rate for the three years preceding the survey is 4.8"
Ethiopia | 2016 | 18 Jan to 27 Jun 2016 | three years before the survey | 2015.0 | 2015 | documented | EDHS 2016 (FR328): "from January 18, 2016, to June 27, 2016"; "Age-specific fertility rates are calculated for the 3 years before the survey"
Ethiopia | 2024 | 1 Aug 2024 to 14 Apr 2025 | 3 years preceding the survey (1-36 months preceding interview) | 2023.8 | 2024 | documented | EDHS 2024-25 KIR: "from 1 August 2024 to 14 April 2025"; Table 3 note "Rates are for the period 1-36 months preceding the interview"
Madagascar | 2004 | Nov 2003 to Mar 2004 | three years preceding the survey | 2002.7 | 2003 | documented | EDSMD-III (FR158): "de novembre 2003 a mars 2004"; "calcules pour une courte periode de trois annees precedant"
Madagascar | 2009 | 23 Nov 2008 to 17 Aug 2009 | three years preceding the survey | 2008.1 | 2008 | documented | EDSMD-IV (FR236): "du 23 novembre 2008 au 17 aout 2009"; "calcules pour une periode de trois annees precedant l'enquete"
Madagascar | 2021 | 3 Mar 2021, 143 calendar days (to ~24 Jul 2021) | three years preceding the survey | 2020.1 | 2020 | documented | EDSMD-V (FR376): "a commence le 3 mars 2021 pour une duree de 143 jours calendaires"; "ISF pour les 3 annees precedant l'enquete"
Honduras | 2006 | 30 Oct 2005 to 11 May 2006 | three years preceding the survey | 2004.9 | 2005 | documented | ENDESA 2005-06 (FR189): "se inicio el 30 de Octubre del 2005 y se extendio hasta el dia 11 de Mayo de 2006"; "Niveles de Fecundidad para los tres anos que precedieron a la encuesta"
Honduras | 2012 | 26 Sep 2011 to 20 Jul 2012 | three years preceding the survey | 2011.0 | 2011 | documented | ENDESA 2011-12 (FR274): "se inicio el 26 de Septiembre del 2011 y se extendio hasta el dia 20 de Julio del 2012"; "se ha seleccionado un periodo de tres anos" for Table 5.1
Honduras | 2019 | 10 Jun to 14 Dec 2019 | three years preceding the survey | 2018.5 | 2018 | documented | ENDESA/MICS 2019: "se inicio el 10 de junio y se extendio hasta el 14 de diciembre de 2019"; "TM 1.1 para el periodo de tres anos anterior a la encuesta"
Jordan | 2018 | early Oct 2017 to Jan 2018 | 3 years preceding the survey | 2016.5 | 2017 | documented | JPFHS 2017-18 (FR346): "from early October 2017 to January 2018"; "Total fertility rate for the 3 years preceding the survey"
Jordan | 2023 | 2 Jan to 15 Jun 2023 | 3 years preceding the survey | 2022.0 | 2022 | documented | JPFHS 2023 (FR388): "from 2 January to 15 June 2023"; "Total fertility rate for the 3 years preceding the survey"
